platform,author,title,content,rating,version,vote_sum,vote_count,updated,review_id,country
appstore,캠핑브이로거,태어나서 리뷰처음써봐요,"피씨버전 너무 잘쓰고 있어요
브이로그 편집계의 혁명입니다
너무 잘만든 프로그램.
요즘 편집할 시간이 부족해서 어떡하지 하다가
설마설마하고 앱스토어 찾아봤는데 있네요. 맙소사
이제 폰으로도 편집할 수 있겠어요
개발자님 기획자님 너무 감사드려요
어플은 아직 안써봤지만 기대됩니다!",5,0.0.15,0,0,2020-02-11T21:23:16-07:00,5519782208,kr
appstore,Prscu24a,좋아요!,"오타 수정을 많이 해야하는 부분은
제 발음이 문제 같네요 ㅎㅎ

맥용으로 잘 쓰고 있어요
그래서 이 앱도 바로 설치했고 
사용해보니 동일한 사용감으로 아주 좋습니다.

근데 아이폰 용은 srt로 출력을 어떻게 할 수 있을까요?",4,0.0.15,0,0,2020-02-08T10:37:40-07:00,5504935061,kr
appstore,수정해주세여요요요,너무 감사합니다,영상 만들면서 자막 만드는게 진짜 핵노가다였는데 정말 너무 감사합니다 ㅠㅠ,5,0.0.13,0,0,2020-01-16T17:56:06-07:00,5412908802,kr
appstore,Hn_-_,키보드 숏컷이 추가되면 좋겠습니다.,"PC버전부터 너무 잘 쓰고 있어서 개발자님께 늘 감사드리고 있습니다. 모바일 버전도 더할 나위 없습니다. 한가지 바라는 점이 있다면 키보드로 단축키가 지원되면 편집 속도가 훨씬 빨라질 듯 합니다. PC버전을 사용할 당시 어절간 이동이나 삭제, 현재 어절에서 재생 시작 등의 단축키가 있어 키보드만으로도 빠르고 수월하게 편집할 수 있었기에 빈자리가 더 크게 느껴지는 듯 하네요. 저는 특히나 아이패드로 사용할 일이 많아서 손의 동선이 좀 아쉽습니다. 키보드 숏컷에 마우스 조합이면 화면을 터치할 일 없이 빠른 편집이 가능할 것 같네요. 다시 한번 좋은 프로그램 감사드립니다.",5,0.0.11,0,0,2019-12-25T00:14:41-07:00,5316482152,kr
appstore,써클제이,안드로이드 버젼 출시는?,최고 어플입니다. 안드로이드 어플은 언제 나오나요?,5,0.0.11,0,0,2019-12-23T14:32:27-07:00,5310462222,kr
appstore,곡물,환상적입니다,어제 업데이트된 클립별 자막 글자/크기/위치/색상 적용해 보았습니다. 엄청 멋집니다. 앞으로 애니메이션까지 도입된다면 끝판일겁니다. 개발자님 엄청 돈 벌거라  확신합니다.,5,0.0.11,1,1,2019-12-21T00:01:02-07:00,5298879224,kr
appstore,Modesto4,단 하나의 단점!,"개발자님, 좋은 프로그램 만들어주셔서 감사합니다. 군더기 없이 최고의 어플입니다. 다만 언어가 다양하지 못해 저는 이용을 못할꺼 같습니다. 태국어와 러시아어 선택 부탁합니다. 채널상 다양한 언어를 이용하는 채널이라 절실합니다. 감사합니다.",5,0.0.9,0,0,2019-12-16T22:31:54-07:00,5282217330,kr
appstore,업라이트,말도 안됩니다,이런 좋은 앱이 어떻게 무료일 수 있죠 !!,5,0.0.7,0,0,2019-11-26T20:18:27-07:00,5201968190,kr
appstore,Ahnbm99,최고네요!,"지금까지 써봤던 앱중에 유료포함해서도 정말 최고의 앱이라고 자부합니다.
이런 멋진 프로그램을 만들어주셔서 감사합니다 ^^",5,0.0.5,0,0,2019-11-13T06:07:39-07:00,5132214366,kr
appstore,브루루루,"최고입니다,,,",말이 필요 없네요,5,0.0.3,0,0,2019-10-30T09:26:05-07:00,5051386837,kr
appstore,BOMB SICK,모바일로 영상편집하는 사람에게는 정말...,"최고의 앱이 아닐까 생각합니다-

아이패드에서 편집하고 자막때문에 컴퓨터로 항상 옮겼었는데 그부분이 해결되는것 같아 너무 좋고

단톡방에서 피드백 받고 또 그걸 업데이트로 빨리 패치해주셔서 너무 좋습니다-

브류짱!!",5,0.0.2,0,0,2019-10-16T21:16:03-07:00,4958382867,kr
appstore,뚜똬똬,브루는 사랑입니다,사랑둥이 브루 감사합니다 님들이 저를 자막 지옥에서 살렸어요🥰,5,0.0.1,0,0,2019-10-08T07:43:46-07:00,4909435395,kr
appstore,오즈온,기다렸던 앱입니다 ^^,예전에 앱버젼 기다린다고 했는데 패드백 해주셔서 고맙습니다. 배경색도 글자색처럼 다양했으면 좋겠습니다 ^^ 좋은 앱을 만들어주셔서 고맙습니다 !!!,5,0.0.1,0,0,2019-10-08T07:31:27-07:00,4909389062,kr
appstore,깅123,좋네요,영상에 자막 넣는 게 이렇게 쉽다니... 글자 지우면 영상 자동으로 편집되는 것도 엄청 신기하고 편하네요. 짱입니다.,5,0.0.1,0,0,2019-10-08T07:03:48-07:00,4909288209,kr
appstore,자미물화,감사합니다.,치하키님 영상보고 다운받습니다.,5,0.0.1,0,0,2019-10-08T04:18:43-07:00,4908687488,kr
appstore,아스팙,Vrew가 앱으로 나오다니...,이제 진짜 루마퓨전과의 조합으로 엄청 편하게 영상작업 할 수 있겠네요ㅠㅠ 정확도도 좋고.. 정말 최고입니다ㅠㅠㅠ,5,0.0.1,0,0,2019-10-08T02:20:05-07:00,4908301988,kr
appstore,어허러허러허럴ㄹ,말해뭐해,브류팀 장수하세요!!!!!! ^^,5,0.0.1,0,0,2019-10-08T00:20:21-07:00,4907971786,kr
appstore,Gmquj,브루의 끝은 어디인가요??????,PC버전을 무료로 풀더니 이젠 앱으로 넘어 와서 편집 시장에 찬란한 한 줄기 빛을 비추는 당신은 누구입니꺄?,5,0.0.1,0,0,2019-10-07T17:44:18-07:00,4906895426,kr
appstore,향추,나레이션 위주로 편집하는데 정말 편하네요,"다만 소리로 편집해야 할때는 번거럽지만 무음구간 편집 같은 기능은 정말 좋아요

에이아이 기능도 도전해보고 싶네요",4,0.9.,0,0,2024-01-04T12:05:11-07:00,10784172938,us
appstore,bakmal,편집 기능,기능이 여러가지로 쉽고 편리함,5,0.8.6,0,0,2023-11-12T15:26:10-07:00,10579493654,us
appstore,네오3,와 이런 영상 편집 앱 처음이예요,"정말 사용하기 편하고 간단하고 퀄리티 좋고....거기에 무료....
일단 제가 필요로 하는 기능은 거의 다 있네요 

감사합니다.",5,0.8.6,0,0,2023-08-06T00:59:42-07:00,10225291081,us
appstore,مصطفى المغربي,No Arabic,Unfortunately the app doesn't support Arabic.any soon updates?,2,0.8.6,0,0,2023-08-04T13:09:54-07:00,10219982931,us
appstore,ダルマん子,前は良かったけど今はクソ,前は非常に良かったけど、急にプロジェクトを保存出来なくなってとても困ってる。以前は良かっただけに今はとても困ってる。早く治して欲しい,5,0.7.3,0,0,2021-05-17T08:07:00-07:00,7351092304,us
appstore,kandiblueberry,My new favorite Captioning app,"After having Simple caption apps stop working for me in the last month, I thought I would be without an app and unable to caption my videos. But then after finding this app I was more than satisfied in its performance, in the fact that the watermark isn’t huge, and the fact that it’s free. This app does what so many caption subscription apps should do. It is a great quality and I look forward to using it to caption all of my future videos.",5,0.5.6,0,1,2020-10-31T14:45:21-07:00,6595148454,us
appstore,FanMatisse,Ms.,"This app is so far one of the best I have used. It can detect the texts from sound and converted them into subtitles.

Not only it can add subtitles to videos, but the subtitles can be adjusted with size and colors.

Plus, there’s an option to copy all subtitles as text only.

There’s one more function that’s extremely helpful, the translation.

Right now there are several important languages that are available. One can choose to translate it and keep the converted language or just keep two languages together.

Thank you so much for developing such a good application. Really 
appreciate it!!",5,0.5.5,0,1,2020-10-28T02:38:18-07:00,6582327071,us
appstore,Thetroll51,Too hard to use,App is way to hard to use and is confusing. Please improve the ui,1,0.4.8,0,0,2020-08-21T17:13:41-07:00,6346673349,us
appstore,Clrdac,Huge Fan Of Vrew. Forever Will Be A Vrew Lover!,"I love Vrew! Such an affordable app! Rating this five stars! Good job, Vrew Team!",5,0.4.6,0,0,2020-07-14T21:59:45-07:00,6199405791,us
appstore,TimBsTechTalk,Superb,This app is fantastic! If you are looking to add subtitles to your videos this app is this best! The app comes with a range of customizations and even exports to SRT.,5,0.4.0,1,1,2020-06-05T13:43:01-07:00,6039825663,us
appstore,Sagal Ali,"why isn't it allowing me to make ""in app purchases"" feature?","i want to buy this and remove the watermark, when will this be available? other than that, it's a pretty neat app!",5,0.0.15,0,0,2020-02-10T10:41:14-07:00,5513771794,us
appstore,mnhyk,Make your own Vdo clip,"First time using video editing app. It’s so much easier than I thought. Putting subtitles in the clips makes all of my Videos more fun and dynamic. I know this app needs more improvement but let’s see how far they can make it thru. Easy, fun, and most importantly it is free! Thank you.",5,0.0.11,1,1,2020-01-02T22:20:35-07:00,5354082215,us
appstore,…。,ai音声を生成できない,PC版でなければai音声を生成できない。iPhoneで作業したいため、いまは仕方なくCapCutを使っている。,1,0.9.8,0,0,2025-11-15T22:20:32-07:00,13403836701,jp
appstore,か〜やです,字幕便利簡単,使いやすいです,5,0.9.8,0,0,2025-10-26T03:55:36-07:00,13316093309,jp
appstore,わかむらん,無料でここまでできるなんて,即座に文字起こししてくれるアプリのパイオニア！他のアプリ使っても結局vrewが1番！,5,0.9.8,0,0,2025-10-04T03:15:31-07:00,13221847098,jp
appstore,スクリプト^_^,Googleアカウントでのログイン,"パソコンからはGoogleアカウントでログインが出来るのに、iPhoneアプリからは使えないのでしょうか。
パソコンからGoogleログインを設定したので、共用するには普通にメールアドレスとパスワードでアカウントを作り直さなければなりません。",3,0.9.7,0,0,2025-09-02T12:04:05-07:00,13091231761,jp
appstore,@Jjgw,星一つも付けたくない,"画像、動画何も読み込めない。
速攻で退会した。",1,0.9.7,0,0,2025-07-28T01:17:37-07:00,12945657409,jp
appstore,GoogleLoginPlease,No Google login option — can’t use the mobile app. グーグルアカウントでログインができず、アプリ版が使えていません。,"I’ve never been able to use the mobile app because there’s no option to log in with a Google account. As a paying user, it’s frustrating that this login method isn’t even available. I’ve been editing videos using the PC version instead, but I really hope you will add Google login support for the mobile app soon. アプリ版は使いたくても、Googleアカウントでログインできないため一度も使えていません。そもそもログイン方法としてGoogleアカウントが用意されていないのは、有料ユーザーとして納得がいきません。仕方なくPC版で動画編集をしていますが、アプリでも使えるように早急に対応していただきたいです。",1,0.9.7,0,0,2025-06-13T06:26:37-07:00,12769483073,jp
appstore,さゆ2,スローになる,文字起こしをしたいのに、スロー再生になって音声も文字も意味が全く分からない。,1,0.9.7,0,0,2025-05-08T23:36:52-07:00,12635771591,jp
appstore,へいみっ酢,昔DLした時は〜,"よく分からなくてすぐ削除したんだけど再びどうにも翻訳が必要になり再挑戦。
今回はすぐ翻訳できました！前は何故出来なかったのかが思い出せない…。
分数制限とかあるんですかね？",4,0.9.7,0,0,2025-05-05T05:10:03-07:00,12622070151,jp
appstore,msu24,辛い,なんか原因不明のアプリ落ちて今現在困ってるけど、原因分からないから最悪,3,0.9.7,0,0,2025-04-28T00:06:32-07:00,12594762680,jp
appstore,あいる5416,効果音入れれるようにしてほしい,なぜbgmは入れれて効果音は入れれないのでしょう？iPad版にも早く実装してほしいです。,5,0.9.7,0,0,2025-04-14T02:14:59-07:00,12541586032,jp
appstore,ママーンヤン,NICE,これは使いやすい！初めてなのにスイスイ使えるー❣️,5,0.9.7,0,0,2025-04-10T08:25:16-07:00,12526742328,jp
appstore,桃太郎2795,大好き,字幕や編集に役立ちます。,5,0.9.7,0,1,2024-10-01T20:37:26-07:00,11787495164,jp
appstore,kyoshi441,ありがとう　ありがとう,古稀のシニアにやる気を起こさせて くれて本当に嬉しい😃まだ拙い 字幕だけど達成感あり🙏,4,0.9.7,0,0,2024-09-18T17:44:36-07:00,11739279210,jp
appstore,西沢凛心,使いやすさ,めちゃくちゃ使いやすい！,5,0.9.7,0,0,2024-09-15T02:33:47-07:00,11726180248,jp
appstore,max6 Ultra,401エラーが治りません,"動画を読み込もうとすると、401エラーが出ます。

再起動すれば直りますが、なんとかなりませんか？",5,0.9.3,0,0,2024-06-03T17:08:51-07:00,11340503700,jp
appstore,めるもーん,かなり良いですが,縦書きができれば最高です！！お願いします！,4,0.9.3,0,0,2024-05-30T09:53:07-07:00,11324441322,jp
appstore,あおかさはな,いい,すごいと思った！,5,0.9.3,0,0,2024-05-21T17:00:53-07:00,11292786727,jp
appstore,シュン骨,要望,書き出しの際フレームレートと画質ををもっと細かく設定できるといいと思います,3,0.9.3,0,0,2024-05-15T19:24:48-07:00,11271919393,jp
appstore,ふぃk,編集が楽です,"特に余分な部分のカットがやりやすい。
無料で字幕のカラーや書体も選べるので大満足。
カット作業と字幕作業の短縮に役立ちました。
お勧めのツールです。",5,0.9.3,0,0,2024-03-14T00:21:07-07:00,11042548176,jp
appstore,ヤタノカガミ8,素人でもなんとかなる,とっても良き,5,0.9.2,0,0,2024-02-11T03:56:40-07:00,10926766658,jp
appstore,無流風,要望,"ダークモードの追加と、
🤣👏←これ無くしてくれませんか？",4,0.9.2,0,0,2024-02-08T08:18:53-07:00,10916480026,jp
appstore,午後のうさ吉,テキストから動画、はpcからのみ？,テキストから動画を作れると聞いてダウンロードしたけれど、、、出来ないようですね。自動で字幕作れるのは知っていましたし、便利ですよ。テキストから動画の機能を、どうかiPadアプリ版にもお願いします。,3,0.9.2,0,0,2024-02-07T05:10:52-07:00,10912166623,jp
appstore,michael yaya,使い勝手がいい,初めて使用させて頂きましたが、初心者の私でも完成させる事ができました。有難うございます,5,0.9.2,0,0,2024-02-05T18:22:46-07:00,10906736820,jp
appstore,絶好調超新星,動画作ってくれないのが,iPhone版なんだね、PC版と違って。,3,0.9.2,0,0,2024-01-23T00:56:18-07:00,10854124933,jp
appstore,チィあい,初めて,まだ、使い方がわからない,3,0.8.6,0,0,2023-10-22T18:45:45-07:00,10505300912,jp
appstore,VITAvictory777,大感謝,このアプリに出逢ってから動画編集がどんなに楽になったか...ありがとうございます！,5,0.8.6,0,0,2023-10-11T10:16:22-07:00,10463232361,jp
appstore,やすし0358,無料でこの品質！使いやすさ！無広告！,直感的に使えて本当に重宝しています！,5,0.8.6,0,0,2023-08-30T00:38:02-07:00,10314715484,jp
appstore,あさまる⭐️,分かる方いたら教えてください！,"フォントの追加が出来ません。
やり方はあるのでしょうか…？

出来たら⭐️5
とっても便利で無料なのでありがたいアプリです！",4,0.8.6,0,0,2023-07-27T16:15:00-07:00,10189458833,jp
appstore,スミソソウ,動画無料で使えて便利です。(^_^),無料の音楽が沢山あって動画が楽しく作れるので､楽しいです。,5,0.8.6,0,0,2023-05-22T06:35:57-07:00,9953814308,jp
appstore,super225,Please add French,"Very easy to use! This app is a great idea! 
but I'd love to see French added!",5,0.8.6,0,0,2023-05-09T01:18:05-07:00,9908175582,jp
appstore,yrjjaj,サーバー落ちているんでしょうか？,"ログイン出来ませんし出来たとしても音声読み込み出来ません。
復旧願います。",1,0.8.6,0,0,2023-04-14T02:21:41-07:00,9820153329,jp
appstore,拓磨タクマ,無料にしては良い,無料にしては良いが有料ならしゃべりと字幕の始まりのズレ0.2秒前後、しゃべりと字幕のズレがあるので製品にしては悪いと評価せざるを得ない。そして数年このアプリにはお世話になっているがデータを回収しているくせに音声からの文字起こしにスペックが反映されていないのは進化が感じられない。,4,0.8.6,0,0,2023-04-12T23:20:49-07:00,9816348782,jp
appstore,く..そ..,ゴミアプリが！調子乗ってんじゃねえよ。,文字が全て「？」になって一文字も読みとらねえじゃねえか。とんだゴミアプリだな。バグを直さない限り星一つですね。,1,0.8.6,0,0,2023-03-20T22:32:41-07:00,9735570216,jp
appstore,xinmeo,凄っ！😆✨,あっというまに、できちゃう！,5,0.8.6,0,0,2023-01-23T01:37:29-07:00,9538054868,jp
appstore,otsuki_,vrew,使いやすい,5,0.8.6,0,0,2023-01-20T04:44:58-07:00,9527549510,jp
appstore,mihimaru30,文字入れがすごく楽に😊,"文字入れが楽で、動画がアップしやすくなりました。

文字の編集作業も、簡単で使い勝手がいいです👍",5,0.8.6,0,0,2022-12-13T16:25:27-07:00,9393395346,jp
appstore,おきゃ～,残念,"音声聞き取りが間違うならまだ許せる。
間違ってるとこ手打ちで直したのに、文字化けして正しく表示されない。
これじゃ使えないです。
良さそうだと期待したのに、ガッカリ",2,0.8.6,0,0,2022-10-18T21:02:58-07:00,9199165405,jp
appstore,iQ117,久しぶりの画像編集,アクションカメラからチョット遠ざかり、現在はiphone (カメラ機能が多様化された為)に集中しております。静止画像にもテキストを挿入しながらの編集ですq,5,0.8.5,0,0,2022-09-16T23:39:31-07:00,9092813759,jp
appstore,ショーンパーカー,ios16のアップデートで不具合,ios16へアップデートした瞬間、全てのエクスポートが不可になりました。。 早急のご対応をお願いします。 機種　iPhone12 Pro MAX,3,0.8.4,0,0,2022-09-13T02:49:42-07:00,9080164810,jp
appstore,chiKafe,素晴らしすぎて感動しております！！,"何もかもが便利で感動です。
保存は、このアプリの中ではなく自分の写真フォルダへの保存のみになるの？だけ分からなかったのですが、そんなことは気にならないくらい機能の充実、広告まで無料で消せるし音楽もついているし、字幕の正確さは他のアプリより抜きん出てすばらしいです！",5,0.8.4,0,0,2022-08-19T18:24:06-07:00,8996465071,jp
appstore,アラジシャクぅ〜,悩みが解消されました！,"字幕を手動で入れることに、時間と労力を費やして悩んでいたので、本当に助かっています！！
色や文字の系統までカスタマイズ出来て、特に表示されるタイミングを合わせる手間が省けたので、今後も字幕入れに必須のアプリです！",5,0.8.4,0,0,2022-08-16T02:20:53-07:00,8983964778,jp
appstore,Ron Keel1984,使いやすく便利ですが、言語の読み取りが弱い,"音楽付き動画を翻訳する場合は、テキストとして現れない、また言語の読み取りがすこし弱く、訛った英語などは聞き取れないようです。
YouTube並の力を発揮してくれれば、パーフェクトです👍",4,0.8.4,0,0,2022-08-13T03:19:34-07:00,8974015691,jp
appstore,scスーさん,とっても素晴らしいアプリです,"動画編集に使用しておりますとっても素晴らしいアプリだと思いますただ1点気になる点が
…iPadで編集しているんですが、一度iPad修理に出そうと思っております、プロジェクトを他のものに書き出すことができないんでしょうか？",4,0.8.3,0,0,2022-08-09T01:26:53-07:00,8960310634,jp
appstore,ぐい,プレヴューがきちんと機能しない,"全般的に本当に素晴らしいアプリで重宝しています。
しかし、プレヴューと書き出した動画の字幕位置が一致しないケースが多々あります。
画面いっぱいに字幕があるようなケースでは、プレヴューではきちんと収まっているのに、書き出した動画では画面外にはみ出したり、意図しない改行が発生します。書き出してみるまでわからないので、長尺の動画の結果にはガッカリさせられます。",4,0.8.3,0,0,2022-08-07T07:10:00-07:00,8954435340,jp
appstore,パーシーのわくわくランド,うひょーー,いやーこれはとても使いやすくていいアプリですます。とりまあーなるほどね,5,0.8.3,0,0,2022-07-05T05:25:15-07:00,8842808225,jp
appstore,ざーゆー,動画編集がすごく楽になって嬉しい,これまでも自分で素人なりに編集してきたけど、これはすごく編集しやすくて嬉しい,5,0.8.3,0,0,2022-05-16T17:26:49-07:00,8678440831,jp
appstore,jun.oキーパーソン,使いやすい‼️,"初めて使わせて頂きましたけど、
素人でも使いやすかったです。",5,0.8.3,0,0,2022-05-03T18:13:23-07:00,8634563480,jp
appstore,はなたむななやは,評価5にしておきます,"たまにバグを起こします！
私の場合はずーっと前からおかしいと思っていたんですが、携帯が恐らく壊れてるんだと思います。
毎回和訳がおかしいので。
評価は満点です💯",5,0.8.3,0,0,2022-04-30T09:23:43-07:00,8622593299,jp
appstore,アブホーセン,控えめに言って神アプリ,こんな高レベルの字幕AIアプリが、無料で使えるなんて最高すぎです！逆になんか裏があるんじゃないかと心配になるレベル…ないですよね？？,5,0.8.3,0,0,2022-04-15T19:44:58-07:00,8571985676,jp
appstore,動物大切に！,少し不満,韓国語の動画で字幕を韓国語→日本語に変換してほしくてこのアプリを入れましたが、日本語がおかしすぎて意味が全くわからないので困ってます。改善お願いします。,3,0.8.1,0,0,2022-03-20T01:51:13-07:00,8475517342,jp
appstore,Rabadi,iPadでの利用時,"文字起こしの精度も高く、有料レベルで使いやすいです。

PC版ではキーボードのカーソルキーで字幕編集エリアに移動出来るのですが、iPad版では何故か移動できなくて不便です。

iPadで編集時、SDカードから直接読めるようになれば、より使いやすくなると思いました。",4,0.8.1,0,0,2022-03-15T20:31:37-07:00,8460263518,jp
appstore,まっつー皇帝,使いやすい！,YouTubeの動画を作る時に最高に使いやすいです。字幕も自動で生成してくれて、余計な部分もカットしてくれます。,5,0.8.1,1,1,2022-02-10T01:30:13-07:00,8339347564,jp
appstore,ナチュルパルキオン,めちゃくちゃ使いやすい,"友人に教えてもらいました！

めっちゃ使いやすくて感動です😄

これなら僕でもショート動画を気軽に作れます。

ありがとうございます。",5,0.8.1,0,0,2022-01-31T20:53:55-07:00,8305709564,jp
appstore,ゆーいち本好き,フランス語対応お願いします,"iPhoneだとフランス語が使えません
フランス語は多くの人が使っている言語です
お願いします",5,0.8.1,0,1,2022-01-17T13:17:50-07:00,8252181429,jp
appstore,satoki_satkin,purosupia__17,素晴らしいです,5,0.8.1,0,0,2022-01-10T01:12:33-07:00,8224564128,jp
appstore,ゼンディ,ドイツ語の翻訳機能が欲しいです,"他の翻訳アプリは写真がほとんどで動画の翻訳ができないので、
このアプリはSNSの動画を翻訳ができるのがとても良いですね
だだ、ドイツ語の翻訳ができないのがとても残念です
ドイツ語の翻訳もできるようになってほしいです",3,0.8.1,0,0,2021-12-23T10:15:09-07:00,8161255995,jp
appstore,だーだーだー！,早い、便利、簡単,文字起こしにかかる時間も早く、操作も簡単でした。かなりの時短になること間違いなしです。,5,0.8.1,0,0,2021-12-11T05:20:55-07:00,8118560804,jp
appstore,ユー動画,はじめまして使ってみました。,意外とスムーズに簡単に編集できました。,5,0.8.1,0,0,2021-10-25T13:24:03-07:00,7953561536,jp
appstore,りよーうくんん,素晴らしい！,最高だね！,5,0.8.1,0,0,2021-10-24T04:12:03-07:00,7948567994,jp
appstore,バビモフィ,変な文字に変換されてしまう。,"私の滑舌が悪いのか何度やっても言ってない言葉で変な言葉に変換されてしまいます。
全く使えませんでした。",1,0.7.12,0,0,2021-10-06T20:53:53-07:00,7886634961,jp
appstore,あいぴょん初心者,One of best app for adding captions for different languages,"Best part of this app is we can add captions to different languages and app itself will translate it !! 
For example, if you use Japanese language in the video and you want to add English caption.

In this case, this app will automatically generate the Japanese by voice recognition and you can translate the Japanese captions to English!! 

Obviously there are some inaccurate translations but you can adjust very easily!! 

So helpful!! 

Thanks and biggest shoutout for the development team!!",5,0.7.12,3,8,2021-10-06T03:14:03-07:00,7883918781,jp
appstore,おうおういうおういうおうおうい,使えない,"一人で喋ってるとこでもほとんど認識されない
割とはっきり喋ってるとこも全然ダメ
動画指定するだけだし何も間違えてないはず
他の人の評価がいいので何かあるのかもしれないけど
とりあえず全く使い物にならないので
現状評価1",1,0.7.12,0,0,2021-09-23T20:22:14-07:00,7838685733,jp
appstore,あなゆ」らりやか,なんで,インポートして、もう一度戻って、動画を編集しようとしたら、字幕だけ残ってました。 再編集できなくなりました。,1,0.7.12,0,0,2021-09-18T05:19:56-07:00,7818763663,jp
appstore,Timtimtimtam,英語字幕時,非常に使い易く素晴らしいアプリですが、英語にするとy g jなどの縦長の文字が少し消えます。改善されたら嬉しいです。,3,0.7.12,0,0,2021-09-15T20:34:56-07:00,7810699243,jp
appstore,ろわーー,神アプリ！,"神です！
こういうのよくわからなかったんですが、すぐ使えるようになりましたし、全てが神です",5,0.7.12,0,0,2021-09-09T04:20:05-07:00,7787345323,jp
appstore,ymj0616,消したい,🤣←この絵文字の消し方がわからない。空白にしても出てくる。❔のところに来ると必ず表示されてしまう。,1,0.7.12,0,0,2021-09-04T00:38:44-07:00,7769129114,jp
appstore,るたやあさまのやおぞ？た,何度やっても画面が黄緑になります。,"対応いただいた者ですが記載されてるメールアドレスに送信してもメールが返ってきます。アドレスは間違ってないですか？
受信可能なメールアドレスを今一度記載して頂けますと幸いです。",1,0.7.11,0,0,2021-08-29T20:50:26-07:00,7750168324,jp
appstore,yakkoijfc,めっちゃ便利！,YouTubeの自動字幕より精度が高く、気に入っています。ただ、行選択が一行ずつしか出来ないので、長い動画だと面倒くさい。シフトで一気に複数行選択出来るようにして欲しいです。,5,0.7.11,0,0,2021-08-25T21:36:01-07:00,7735310593,jp
appstore,天才Tsuyoshi,音声無しカットと字幕精度が素晴らしい,"喋ってない所は直ぐにかなり早くカットでき、字幕の精度もほぼ完璧。

YouTubeの字幕と比べると比べ物にならない良さがある。

時短に繋がるのでYouTubeなどやっている人は必須アプリかと思います。",5,0.7.9,0,0,2021-08-18T04:11:25-07:00,7706611363,jp
appstore,ハナボボ,すごくいいです！おすすめ,動画編集などにあまり詳しくない私でも、迷わずできました！ありがたいアプリです。,5,0.7.9,0,0,2021-08-12T21:28:49-07:00,7686769936,jp
appstore,セブンイレブンいい気分セブンイレブンいい気分,サイコーーーーー！！,"字幕に時間かかっていたのが、あっという間に変換！！
サイコーーー
これは、有料版でも購入するクオリティー🌟
無料で、本当に感謝！！！",5,0.7.9,0,0,2021-08-08T04:10:01-07:00,7668759819,jp
appstore,ぬかおつくのゆ,YouTuberの方はオススメ,編集がむちゃくちゃ楽になった。これで無課金はヤバイ！オススメです！,5,0.7.9,0,0,2021-07-30T07:08:09-07:00,7635537416,jp
appstore,えかもねひねこてわ,音ズレとノイズ,"音ズレとノイズをなくしてほしいです
それ以外はとても良いです",4,0.7.7,0,0,2021-07-07T06:36:31-07:00,7549462010,jp
appstore,AhSan_senior,カンペキのペキ！,完璧ですっ！,5,0.7.7,0,0,2021-07-01T03:25:29-07:00,7526461486,jp
appstore,haraguchi_163,素晴らしい,文字起こしだけでもありがたいですが、さらに翻訳機能も付いたので抜群に役に立っております,5,0.7.7,0,0,2021-06-28T02:35:18-07:00,7514814096,jp
appstore,かしわせチャンネル,音ズレが気になる,"音がずれるのをアプリ内で修正できるようにして欲しいです
外は満足です",5,0.7.6,0,0,2021-06-09T20:05:03-07:00,7447055245,jp
appstore,yukimana2408,質問があります,"素晴らしいアプリなのですが、[?]の部分を一括で削除することは出来るのでしょうか。
置換機能で一括削除を試みましたが、検索に引っかからない状態です。
ご教授の程よろしくお願いします。",5,0.7.4,0,0,2021-05-27T15:34:25-07:00,7396026638,jp
appstore,wおもろい,不具合,エクスポートした動画の字幕が編集画面での字幕と異なり、2段に改行されている時がある。1本編集するたびに１回〜２回起こるので、エクスポートした後確認して直し、再度エクスポートするという、作業効率が結果悪い状況になっているので、早急に直して欲しい,1,0.7.4,0,0,2021-05-23T14:50:51-07:00,7379921463,jp
appstore,ふぁんきっしゅ,PC版もあるのが良い！,"字幕入れるだけに使用しているのですが
無料でこの操作性なら満足です
欲をいえば縦書きも対応されるとありがたいかな",5,0.7.3,0,0,2021-05-21T06:42:37-07:00,7370118095,jp
appstore,えいご学習者,最高の字幕付けアプリ,"最高のアプリです。英語→英語なのですが、それに日本語訳をつける機能が欲しいです。
PS
と思ってレビュー記入したら！翌日、アプリのチームからわざわざご回答頂きました。早いっ！
「英語を日本語に翻訳する機能は編集画面の左上にある【三】ボタンを押すと【字幕を翻訳する】機能があります！そちらの機能を利用すると英語を日本語に訳することができます。」
という事です。最高の中の最高！Best of the Bestです！

ありがとうございます😊",5,0.7.3,0,0,2021-05-18T23:53:27-07:00,7359473513,jp
appstore,さとうようへい,動画編集が楽しくなります,"こんな簡単に字幕が付くのは楽で嬉しいです
助かってます。、みなさんも是非損はないと思いますのでオススメします。
iPhoneやiPadで作った動画を同じアカウントであれば見られると嬉しいのですが、編集登録した端末のみでの視聴となるようなのでそこは残念でした。同じアカウントでログインしているので見れたら星5個でした😙",4,0.7.2,0,0,2021-04-21T20:47:48-07:00,7249515263,jp
